_id,id,department,name,street,no,zip,city,lat,lng
1,2011,BA,Grøndalsvej-adm,Grøndalsvej,1,8260,Viby J,56.122749,10.14937
2,2016,MBU,Bakkegårdskolen og Trige Bibliotek,Bjørnshøjvej,1,8380,Trige,56.253364,10.148891
3,2020,MKB,Beder-Malling Bibliotek,Kirkebakken,41,8330,Beder,56.060383,10.215753
4,2021,MTM,Århus Brandvæsen - Kirstinesminde,Kirstinesmindevej,14,8200,Århus N,56.195818,10.1713609
5,2027,MTM,Brandstation,Ny Munkegade,15,8000,Århus C,56.1615652,10.2031271
6,2031,MSO,Demenscentrum Aarhus,Graham Bells Vej,2,8200,Århus N,56.20087,10.185313
7,2035,MSB,"Ydelsescenter Vest, Adm.",Silkeborgvej,622,8220,Brabrand,56.153493,10.118396
8,2045,MSB,En Ekstra hånd,Fredens Torv,8,8000,Århus C,56.1542554,10.2094972
9,2050,MSB,Socialcenter Vest,Gudrunsvej,78,8220,Brabrand,56.1554775,10.1343281
10,2053,MTM,Affaldscenter Aarhus,Ølstedvej,20,8200,Århus N,56.227636,10.157928
11,2054,MSO,Fortegaarden Plejehjem,Femmøllervej,10,8240,Risskov,56.195923,10.23451
12,2055,MSO,Lokalcenter Frederiksbjerg,Ankersgade,21,8000,Århus C,56.1478006,10.1902611
13,2057,MBU,Frydenlundskolen (Center 10),Høgevej,25,8210,Århus V,56.1711319,10.1783736
14,2063,MKB,Hasle Bibliotek,Kappelvænget,2,8210,Århus V,56.179471,10.1672604
15,2065,MBU,Bavnehøj Skole,Koltvej,15-19,8361,Hasselager,56.106522,10.09695
16,2072,MKB,Højbjerg Bibliotek,Oddervej,74,8270,Højbjerg,56.1142695,10.2074291
17,2073,MBU,Højvangskolen,Klokkeskovvej,1,8260,Viby J,56.1305061,10.1137036
18,2075,MBU,Ellevangskolen - tidligere Jellebakkeskolen,Jellebakken,17,8240,Risskov,56.203054,10.217604
19,2081,MSO,Kløvervangen Plejehjemmet,Kløvervangen,31,8541,Skødstrup,56.263657,10.292376
20,2082,MBU,Kolt Skole,Kolt Østervej,45,8361,Hasselager,56.1099242,10.0760538
21,2084,MBU,Kragelundskolen,Parkvej,18,8270,Højbjerg,56.11519,10.200594
22,2088,MBU,Lisbjergskolen,Lisbjergvej,15,8200,Århus N,56.2192939,10.1573058
23,2089,MSO,Lokalcenter Abildgaarden,Skovvangsvej,99,8200,Århus N,56.17678,10.206704
24,2090,MSO,Lokalcenter Trøjborg,Kirkegårdsvej,53,8000,Århus C,56.166957,10.213321
25,2092,MSO,Lokalcenter Bjerggaarden,Østerøgade,20,8200,Århus N,56.175991,10.191634
26,2093,MSO,Lokalcenter Bjørnshøj,Gartnerparken,1,8380,Trige,56.2524569,10.1439749
27,2094,MSO,Lokalcenter Brabrand,Voldbækvej,92,8220,Brabrand,56.152802,10.095306
28,2095,MSO,Lokalcenter Bøgeskovhus,Skovlundgårdsvej,51,8260,Viby J,56.124224,10.129708
29,2096,MSO,Lokalcenter Carl Bloch gd.,Carl Blochsgade,30,8000,Århus C,56.15465,10.192664
30,2097,MSO,Lokalcenter Dalgas,Dalgas Avenue,54,8000,Århus C,56.139314,10.205466
31,2098,MSO,Lokalcenter Elmevang,Elmevangsvej,2,8355,Solbjerg,56.042315,10.087423
32,2099,MSO,Lokalcenter Eskegården,Byagervej,115,8330,Beder,56.057259,10.2072902
33,2100,MSO,Lokalcenter Fuglebakken,Fuglebakkevej,4A,8210,Århus V,56.165838,10.185039
34,2101,MSO,Lokalcenter Hasle,Rymarken,118,8210,Århus V,56.167659,10.154995
35,2102,MSO,Lokalcenter Havkær,Mosealleen,1,8381,Tilst,56.1918279,10.1104053
36,2103,MSO,Lokalcenter Hjortshøj,Hjortshøj Stationvej,40,8530,Hjortshøj,56.243365,10.262146
37,2104,MSO,Lokalcenter Holme,Nygårdsvej,34,8270,Højbjerg,56.110441,10.177756
38,2105,MSO,Lokalcenter Hørgården,Hørgårdsvej,17,8240,Risskov,56.19532,10.238133
39,2106,MSO,Lokalcenter Kildevang,Langballevej,3,8320,Mårslet,56.069461,10.164217
40,2107,MSO,Lokalcenter Koltgården,Kunnerupvej,196,8361,Hasselager,56.111208,10.0738939
41,2108,MSO,Lokalcenter Marselis,Marselis Boulevard,94,8000,Århus C,56.140438,10.191483
42,2109,MSO,Lokalcenter Møllestien,Grønnegade,10,8000,Århus C,56.1569119,10.2032848
43,2110,MSO,Lokalcenter Næshøj,Næshøjvej,41,8462,Harlev J,56.143466,9.992068
44,2111,MSO,Lokalcenter Rosenbakken,Grenåvej,701,8541,Skødstrup,56.270696,10.309989
45,2112,MSO,Lokalcenter Rosenvang,Vidtskuevej,4,8260,Viby J,56.129126,10.181046
46,2113,MSO,Lokalcenter Sabro,Sabro kirkevej,151,8471,Sabro,56.2150281,10.0244561
47,2114,MSO,Lokalcenter Skelager,Skelagervej,33,8200,Århus N,56.193331,10.1946049
48,2115,MSO,Lokalcenter Skåde,Bushøjvænget,113,8270,Højbjerg,56.1054926,10.1980044
49,2116,MSO,Lokalcenter Søholm,Bispevej,70,8260,Viby J,56.14114,10.115221
50,2117,MSO,Lokalcenter Sønderskovhus,Lystrup Centervej,78,8520,Lystrup,56.236215,10.23345
51,2118,MSO,Lokalcenter Toftegården,Sandkåsvej,1,8210,Århus V,56.181175,10.17011
52,2119,MSO,Lokalcenter Tranbjerg,Torvevænget,1,8310,Tranbjerg J,56.092673,10.136933
53,2120,MSO,Lokalcenter Vejlby,Vikærtoften,6,8240,Risskov,56.1945299,10.218025
54,2121,MSO,Lokalcenter Vestervang,Vestervang,16,8000,Århus C,56.16359,10.194567
55,2122,MSO,Lokalcenter Viby,Kongsgårdsvej,6,8260,Viby J,56.126074,10.162709
56,2123,MSO,Lokalcenter Åbygård,Kingosvej,3,8230,Åbyhøj,56.153109,10.156313
57,2124,MKB,Lystrup Bibliotek,Bystævnet,4B,8520,Lystrup,56.234356,10.227922
58,2127,MBU,Malling Skole,Lundshøjgårdsvej,19,8340,Malling,56.039161,10.198104
59,2137,MBU,Mårslet Skole,Testrupvej,4,8320,Mårslet,56.068882,10.156939
60,2138,MKB,N.J. Fjordsgade Skole,N.J. Fjordsgade,2,8000,Århus C,56.144314,10.198572
61,2142,MBU,Nordgårdsskolen,Jettesvej,2,8220,Brabrand,56.1577364,10.13107
62,2153,MSB,PPR,Hermodsvej,3-5,8230,Åbyhøj,56.153938,10.174111
63,2155,MSB,Projekthus,Fredens Torv,6,8000,Århus C,56.1541944,10.2097509
64,2157,MKB,Risskov Bibliotek,Fortebakken,1,8240,Risskov,56.1937133,10.2234383
65,2161,BA,Århus Rådhus,Rådhuspladsen,2,8000,Århus C,56.152658,10.2074615
66,2173,MSO,Sct. Olaf Plejehjem,Hjulbjergvej,58,8270,Højbjerg,56.1149871,10.1830786
67,2174,MSO,Lokalcenter Skæring,Sommersmindevej,2,8250,Egå,56.22946,10.305049
68,2183,MSB,Spanien,Spanien,19,8000,Århus C,56.1502218,10.2103472
69,2189,MBU,Strandskolen,Nellikevej,1,8240,Risskov,56.200217,10.244384
70,2190,MSO,Sundhed og Omsorg,Søren Frichsvej,36G,8230,Åbyhøj,56.153439,10.177493
71,2191,MBU,Sølystskolen,Egå Havvej,5,8250,Egå,56.211717,10.283211
72,2195,MKB,Tilst Bibliotek,Tilst Skolevej,13A,8381,Tilst,56.188355,10.110579
73,2198,MKB,Tranbjerg Bibliotek,Kirketorvet,6,8310,Tranbjerg J,56.0908124,10.1358012
74,2206,MSB,Vejlby Adm. Bygning,Vejlby Centervej,52,8240,Risskov,56.193347,10.20413
75,2210,MKB,Viby Bibliotek,Skanderborgvej,170,8260,Viby J,56.130558,10.164646
76,2212,MBU,Viby Skole,Kirkevej,2,8260,Viby J,56.1277971,10.164633
77,2213,MSO,Vikærgaarden Plejehjem,Hvidkildevej,1,8240,Risskov,56.1904086,10.2136022
78,2217,MKB,Aaby Bibliotek,Ludvig Feilbergsvej,7,8230,Åbyhøj,56.156438,10.162515
79,2221,MTM,Bautavej - Teknik og Miljø,Bautavej,1,8210,Århus V,56.166792,10.146852
80,2227,MSO,Lokalcenter Gellerup,Gudrunsvej,80,8220,Brabrand,56.155629,10.134509
81,2229,MSB,Jægergården,Værkmestergade,15,8000,Århus C,56.148866,10.207197
82,2235,MKB,Solbjerg Bibliotek,Kærgårdsvej,4,8355,Solbjerg,56.042156,10.0840789
83,2236,MTM,Århusværket,Kalkværksvej,14,8000,Århus C,56.150991,10.212222
84,2237,MKB,Filmby Aarhus Sekretariatet,Filmbyen,23,8000,Århus C,56.150657,10.21329
85,2239,MSB,Toldbodgade,Toldbodgade,5,8000,Århus C,56.1518305,10.2119936
86,2240,MBU,Administrationsbygningen GV2,Grøndalsvej,2,8260,Viby J,56.12402,10.151773
87,2246,MTM,NVS driftsområde vest,Edwin Rahrs Vej,64,8220,Brabrand,56.165141,10.112132
88,2253,MSO,Thorsgården,Thorsvej,30,8230,Åbyhøj,56.152459,10.166162
89,2256,MSB,Marselisborgcentret,P.P. Ørumsgade,11,8000,Århus C,56.1419433,10.1880594
90,2257,MSB,Arbejdsmarkedscenter Nord,Skejbygårdsvej,13-17,8240,Risskov,56.195678,10.202817
91,2259,MSB,Center for specialundervisning for voksne psykiatri,Nørre Allé,31,8000,Århus C,56.1598832,10.2045585
92,2260,MSB,Arbejdsmarkedscenter Syd,Gunnar Clausens Vej,90,8260,Viby J,56.1072579,10.1484683
93,2261,MBU,Langagerskolen,Bøgeskov Høvej,10,8260,Viby J,56.118385,10.133461
94,2262,MKB,Musikhuset,Thomas Jensens Alle,2,8000,Århus C,56.1529864,10.199067
95,2263,MSB,Bøgholt,Grøndalsvej,65,8260,Viby J,56.120328,10.135239
96,2267,MKB,Globus1,Gudrunsvej,3A,8220,Brabrand,56.159067,10.141711
97,2275,MKB,Musikskolen - Kulturhus,Vester Allé,3D,8000,Århus C,56.153408,10.201254
98,2276,MSB,Atrium Huset,Gøteborg Alle,8,8200,Århus N,56.183994,10.19388
99,2277,MSB,Tuesten Huset,Tuestensvej,2,8381,Tilst,56.1871988,10.1066448
100,2278,MSB,Rådgivningscentret,Langenæs Alle,18,8000,Århus C,56.142978,10.185188
101,2281,MSB,STU. 4,Graham Bells Vej,4,8200,Århus N,56.2014928,10.184759
102,2289,MSB,Ekstern Bolig,Malmøgade,7,8200,Århus N,56.1798054,10.1963127
103,2290,MSB,Kong Chr. d. IX børnehjem (DBF) ,Reykjaviksgade,11,8200,Århus N,56.175092,10.191767
104,2296,MSB,Aktivitets- og Udviklingscenter Kragelund,Dybrovej,21,8270,Højbjerg,56.113961,10.202276
105,2298,MSO,Hestehavehusene Plejehjem,Hestehavevej,6,8270,Højbjerg,56.120185,10.204369
106,2299,MSB,Forsorgshjemmet Østervang,Trankær Mosevej,25,8310,Tranbjerg J,56.0810601,10.1248993
107,2300,MSB,Bocenter Tranbjerg,Trankærgårdsvej,108,8310,Tranbjerg J,56.0888281,10.1369918
108,2302,MSB,"Kontakthuset, Forsorg og Misbrug",Spanien,63,8000,Århus C,56.1488846,10.2097751
109,2310,MSB,Århus Krisecenter,Søndervangen,92,8260,Viby J,56.115026,10.159417
110,2316,MBU,Specialbørnehaven Skovbrynet,Hestehavevej,10,8270,Højbjerg,56.1199721,10.2022081
111,2322,MSB,Den Grønne Gren,Havkærparken,46,8381,Tilst,56.186345,10.116322
112,2323,MSB,Aktivitetshuset Havkærparken,Havkærparken,45,8381,Tilst,56.185676,10.1166889
113,2329,MBU,Legepladsen Langkær,Havkærvej,20,8381,Tilst,56.191595,10.109964
114,2330,MSB,Tingagergården,Tilst Skolevej,17,8381,Tilst,56.1858231,10.1051174
115,2335,MBU,Vuggestue,Haurumsvej,1A,8381,Tilst,56.188004,10.105622
116,2340,MSB,Stefanshjemmet,Carl Nielsens Vej,2,8000,Århus C,56.134889,10.20766
117,2341,MSB,Heimdal MSB,Årslev Møllevej,19B,8220,Brabrand,56.155137,10.085214
118,2342,MSB,Heimdal MSB,Årslev Møllevej,19,8220,Brabrand,56.155505,10.084274
119,2343,MSB,Tre Ege Kirkens Korshær,Årslev Møllevej,15,8220,Brabrand,56.154505,10.086629
120,2344,MBU,Integreret Institution,Byleddet,22A,8220,Brabrand,56.150688,10.089451
121,2348,MSO,Engsøgård Plejehjemmet,Engdalsvej,12,8220,Brabrand,56.152074,10.106442
122,2351,MSO,Egely plejehjem,Holmegårdsvej,45,8270,Højbjerg,56.115428,10.1683229
123,2354,MBU,Børnehuset,Tulshøjvej,5,8270,Højbjerg,56.1130117,10.1725889
124,2357,MSB,Erhvervstræningsskole - Voksen og børn,Nygårdsvej,25,8270,Højbjerg,56.1116082,10.1763054
125,2360,MBU,Tudsen,Sadelmagertoften,23,8270,Højbjerg,56.1068749,10.1681118
126,2361,MBU,Kometen,Urmagertoften,24,8270,Højbjerg,56.1073039,10.1683244
127,2363,MBU,Specialbørnehaven,Nygårdsvej,13,8270,Højbjerg,56.110996,10.175103
128,2364,MBU,DII Flyveren,Nygårdsvej,15,8270,Højbjerg,56.110637,10.176089
129,2372,MBU,Børnehaven Højlyngen,Højlyngen,1 - 3,8210,Århus V,56.172086,10.1753579
130,2373,MBU,Klubben Musvågevej,Musvågevej,32,8210,Århus V,56.168593,10.175122
131,2374,MSB,"Bo- og aktivitetscentret, Skovlund",Skejbygårdsvej,37,8240,Risskov,56.196256,10.199692
132,2376,MSB,Ledsagerordningen,Sonnesgade,9,8000,Århus C,56.150115,10.195147
133,2377,MSB,Ungdomscentret,Skanderborgvej,156,8260,Viby J,56.132794,10.16799
134,2379,MBU,AKVA,Nordbyvej,21B,8260,Viby J,56.128477,10.157569
135,2385,MSB,Stensagergården + Stensagerskolen,Stensagervej,9,8260,Viby J,56.130753,10.146648
136,2386,MBU,SFO Grundtvigsvej,Grundtvigsvej,26,8260,Viby J,56.129416,10.169422
137,2392,MBU,Vuggestuen Vibyhus,Bjørnbaksvej,7-9,8260,Viby J,56.1282508,10.168895
138,2393,MBU,Børnehaven Østerbo,Bjørnbaksvej,19,8260,Viby J,56.128207,10.1694998
139,2394,MBU,Vuggestuen Østerbo,Øster Alle,50,8260,Viby J,56.128522,10.16999
140,2397,MBU,FADL´s Børnehave,Fuglebakkevej,68,8210,Århus V,56.168033,10.175411
141,2403,MBU,Damhuset,Tretommervej,2,8240,Risskov,56.186075,10.226331
142,2412,MSB,Bethesda (DBF),Bethesdavej,31,8200,Århus N,56.1779798,10.2098625
143,2423,MBU,Skovvang Fritidshjem,Skovvangsvej,129,8200,Århus N,56.1764859,10.20821
144,3010,MBU,Vuggestuen Falstersgade,Falstersgade,17,8000,Århus C,56.162744,10.200322
145,3016,MSB,Børnekulturen,Frederiks Alle,20,8000,Århus C,56.151516,10.199939
146,3024,MBU,Vuggestuen Graven,Graven,19,8000,Århus C,56.158306,10.209409
147,3031,MSO,Plejeboligerne Husumvej,Husumvej,1,8000,Århus C,56.1381593,10.1843354
148,3042,MBU,Vuggestuen Jægergårdsgade ,Jægergårdsgade,68,8000,Århus C,56.147652,10.200849
149,3062,MBU,Skattekisten,Knudrisgade,7B,8000,Århus C,56.1634907,10.2124572
150,3063,MBU,Vuggestuen,Kroghsgade,1,8000,Århus C,56.145768,10.196863
151,3076,MBU,DII Langenæsstien 6A (3&#39;rn),Langenæsstien,6A,8000,Århus C,56.144207,10.183552
152,3077,MBU,DII Stien,Langenæsstien,6B,8000,Århus C,56.144482,10.182981
153,3078,MBU,Langenæsklubberne,Langenæsstien,6C,8000,Århus C,56.144652,10.182987
154,3088,MBU,Daginst. Marselis Boulevard,Marselis Boulevard,48,8000,Århus C,56.1412637,10.1960496
155,3089,MBU,Børnehaven Marselisparken,Marselis boulevard,50,8000,Århus C,56.140682,10.195933
156,3096,MBU,Vuggestuen,Mindegade,8,8000,Århus C,56.153761,10.21107
157,3104,MSB,Ungekontakten,Nørre Allé,30,8000,Århus C,56.1602454,10.206312
158,3106,MBU,Storkereden,Nørre Boulevard,1A,8000,Århus C,56.165046,10.2111509
159,3108,MBU,Børnehuset Ole Rømer,Ole Rømers Gade,36,8000,Århus C,56.146759,10.196588
160,3121,MBU,Vuggestuen Sct. Anna,Sct. Anna Gade,34,8000,Århus C,56.146411,10.198139
161,3123,MBU,Århus Kommunale Vuggestue,Silkeborgvej,88A,8000,Århus C,56.1567254,10.1836642
162,3127,MBU,Legepladsen Skolemarken,Skt. Anna Gade,38,8000,Århus C,56.1465051,10.198534
163,3131,MBU,Guldbryllupsasylets Børnehave,Skt. Pauls Gade,31,8000,Århus C,56.146082,10.200591
164,3133,MKB,Aarhus Svømmehal / Spanien,Spanien,1,8000,Århus C,56.1516325,10.2113895
165,3143,MBU,Beboernes børnehus,Sølystgade,30,8000,Århus C,56.162505,10.2045169
166,3148,MBU,Børnehaven Thunfisken,Thunøgade,22,8000,Århus C,56.1614392,10.205491
167,3149,MBU,Legepladsen Børnenes Jord,Thunøgade,2A,8000,Århus C,56.162481,10.207962
168,3155,MBU,Børnely,Valdemarsgade,16,8000,Århus C,56.151756,10.197355
169,3180,MSB,Abildhus,Abildgade,23,8200,Århus N,56.178235,10.206701
170,3182,MBU,Klubben Aldersrovej,Aldersrovej,45,8200,Århus N,56.174169,10.209908
171,3192,MBU,Rytterparken,C.F. Jessens Vej,7,8200,Århus N,56.173558,10.208117
172,3197,MBU,"Børnehuset Rønnebo, Lisbjerg",Elevvej,14,8200,Århus N,56.222451,10.167513
173,3202,MBU,DII Børnebakken,Grydhøjvej,16A,8200,Århus N,56.18759,10.202032
174,3203,MBU,Klubben Nydam,Grydhøjvej,26A,8200,Århus N,56.187842,10.201057
175,3208,MBU,Vuggestuen Katrinebjergparken,Jens Baggesens Vej,94,8200,Århus N,56.170783,10.19595
176,3210,MBU,Lillefod Vuggestue,Katrinebjergvej,140,8200,Århus N,56.174966,10.182372
177,3216,MBU,Huset på Bakken,Lindholmvej,2A,8200,Århus N,56.1880737,10.1950883
178,3220,MBU,Børnehaven Motalagade,Motalagade,6,8200,Århus N,56.17941,10.19675
179,3238,MBU,Skibet,Skejbytoften,230,8200,Århus N,56.198081,10.1893689
180,3239,MBU,Firkløveren,Skejbytoften,232,8200,Århus N,56.197649,10.189436
181,3251,MBU,Børnehaven Thorshavnsgade,Thorshavnsgade,16,8200,Århus N,56.1763835,10.183781
182,3259,MBU,DII Riisvangen,Riisvangs Alle,27A,8200,Århus N,56.181433,10.214148
183,3303,MBU,Børnehuset Jernurten,Jernaldervej,286,8210,Århus V,56.175076,10.129316
184,3313,MBU,Børnehuset,Klokkervej,38,8210,Århus V,56.1614331,10.1584183
185,3325,MBU,Heldagsbørnehaven Solnæs,Præstevangsvej,10,8210,Århus V,56.163557,10.169832
186,3326,MBU,Børnehuset Baobab,Runevej,107-109,8210,Århus V,56.174558,10.136775
187,3330,MBU,Heldagsbørnehaven Ryhaven,Ryhaven,114,8210,Århus V,56.163606,10.148303
188,3332,MBU,Myretuen,Ryhavevej,38,8210,Århus V,56.165895,10.155852
189,3352,MBU,Vuggestuen Hasle,Østrevej,30,8210,Århus V,56.167758,10.168381
190,3353,MBU,Vuggestuen Kalendervej,Kalendervej,5,8210,Århus V,56.1724723,10.163934
191,3358,MBU,Fritidshuset,Charlottevej,3,8220,Brabrand,56.150971,10.135885
192,3372,MBU,Hejredalsparken,Emmasvej,1A,8220,Brabrand,56.1581664,10.1289393
193,3388,MBU,"Børnehuset Mælkevejen, pavillion",Gudrunsvej,66A,8220,Brabrand,56.156107,10.139144
194,3390,MBU,Heldagsbørnehave Hans Brogesvej,Hans Brogesvej,23,8220,Brabrand,56.155928,10.115472
195,3403,MBU,Vuggestuen Junglen,Janesvej,1A,8220,Brabrand,56.164941,10.139083
196,3404,MBU,Byggelegepladsen Troldhøjen,Janesvej,4,8220,Brabrand,56.166763,10.132422
197,3407,MBU,DII Mariehønen,Jernaldervænget,6,8220,Brabrand,56.17354,10.123279
198,3413,MBU,Børnehaven Skræppen,Lenesvej,23,8220,Brabrand,56.166245,10.139863
199,3414,MBU,Vuggestuen Mælkebøtten,Lenesvej,25,8220,Brabrand,56.16665,10.139859
200,3415,MBU,Børnehaven Spiren,Lenesvej,27,8220,Brabrand,56.167045,10.139886
201,3416,MBU,Natursamarbejdet,Louisevej,100,8220,Brabrand,56.145664,10.140332
202,3418,MBU,Børnehaven Klodshans,Louisevej,31,8220,Brabrand,56.14839,10.138095
203,3419,MBU,Vuggestuen Tommelise,Louisevej,33,8220,Brabrand,56.148458,10.137485
204,3420,MBU,Børnehaven Nattergalen,Louisevej,35,8220,Brabrand,56.148793,10.1372699
205,3430,MBU,Skovgårdsparken,Røgelvej,15,8220,Brabrand,56.153805,10.126583
206,3441,MBU,Børnehaven Gammelgården ,Åbyhøjvej,4,8210,Århus V,56.165221,10.161041
207,3449,MBU,DII Perlen,B.S.Ingemanns Vej,27,8230,Åbyhøj,56.152546,10.163605
208,3461,MBU,Fritidshjemmet Solgården,Henrik Hertz Vej,64E,8230,Åbyhøj,56.14841,10.157154
209,3462,MBU,Solsikken,Henrik Hertz Vej,73A,8230,Åbyhøj,56.148728,10.158773
210,3470,MBU,Klubberne Åbyhøj,Ludvig Feilbergs Vej,7,8230,Åbyhøj,56.156438,10.162515
211,3473,MBU,Børnehaven Åby,O. I. Offersens Vej,35,8230,Åbyhøj,56.148965,10.162145
212,3476,MBU,Integreret Institution,Silkeborgvej,342,8230,Åbyhøj,56.15401,10.146343
